developer_name, country, rate, date, hours_worked, software_stack,
Jacinto James Rippin,Georgia,USD 21,01-2023,134,Frontend,null
Eulalia Anderson Dickens,Argentina,USD 19,01-2023,122,DevOps,null
Sheldon Reese Leannon,Turkey,USD 23,01-2023,124,Frontend,null
Vergie Logan Johns,Uruguay,USD 23,01-2023,106,Frontend,null
Lempi Jules Kuvalis,Peru,USD 25,01-2023,155,Frontend,null
Autumn Brooklyn McLaughlin,Sweden,USD 21,01-2023,149,Frontend,null
Eliane Shiloh Mills,Armenia,USD 31,01-2023,149,Data Engineer,null
Pamela Angel Muller,Turkey,USD 27,01-2023,97,Frontend,null
Sylvan Avery Smitham,Peru,USD 22,01-2023,128,Backend,null
Don Shiloh Green,Senegal,USD 26,01-2023,91,Frontend,null
Arnulfo Avery Kuhn-Ferry,Brazil,USD 17,01-2023,97,DevOps,null
Alejandra Cameron Kilback,Uganda,USD 34,01-2023,149,Data Engineer,null
Ford North Schimmel,Nigeria,USD 27,01-2023,137,Frontend,null
Lloyd James Schamberger,Uruguay,USD 19,01-2023,128,Backend,null
Alysson Leslie White,Chile,USD 23,01-2023,103,Frontend,null
Daren Drew Kassulke,Armenia,USD 31,01-2023,91,Data Engineer,null
Earl Sage Doyle,Brazil,USD 15,01-2023,124,DevOps,null
Manuel Elliott Deckow,Argentina,USD 28,01-2023,125,Data Engineer,null
Alejandrin Marlowe Dietrich,Senegal,USD 15,01-2023,138,DevOps,null
Viola Avery Price,Kenya,USD 19,01-2023,105,Backend,null
Nathaniel Rowan Cruickshank,Turkey,USD 20,01-2023,87,Frontend,null
Michaela Logan Runte-Sporer,Argentina,USD 24,01-2023,147,Backend,null
Autumn Sawyer Grady,Kenya,USD 36,01-2023,150,Data Engineer,null
Reymundo Jules Howell-Schaden,Brazil,USD 23,01-2023,157,Frontend,null
Darron North Graham,Armenia,USD 20,01-2023,87,DevOps,null
Greyson Brooklyn Wolff,Armenia,USD 34,01-2023,118,Data Engineer,null
Destiny Taylor Adams,Colombia,USD 23,01-2023,124,Frontend,null
Ali Reese Rempel,Turkey,USD 20,01-2023,87,Backend,null
Cordia Rowan Mann,Brazil,USD 28,01-2023,133,Data Engineer,null
Jefferey Reagan Mann,Georgia,USD 19,01-2023,158,DevOps,null
Nicola Austin Conroy,Peru,USD 28,01-2023,138,Data Engineer,null
Francisca Nico Bradtke,Turkey,USD 20,01-2023,83,Backend,null
Else Reese Torphy,Sweden,USD 34,01-2023,104,Data Engineer,null
Skyla Ellis Sanford,Brazil,USD 33,01-2023,112,Data Engineer,null
Isobel Jules Runolfsson,Sweden,USD 24,01-2023,129,Backend,null
Mellie Gray Strosin,Zimbabwe,USD 16,01-2023,147,DevOps,null
Annabell James Rice,Uganda,USD 20,01-2023,93,Frontend,null
Jamal Hayden Wisoky,Sweden,USD 18,01-2023,95,Backend,null
Tyrel Cameron Gutmann,Sweden,USD 19,01-2023,114,Backend,null
Nakia Marlowe Block,Turkey,USD 36,01-2023,118,Data Engineer,null
Sheila Brooklyn Gleichner,Chile,USD 20,01-2023,102,Frontend,null
Jarrett James Padberg,Argentina,USD 24,01-2023,155,Frontend,null
Emma Kai Koepp,Brazil,USD 19,01-2023,81,DevOps,null
Jeramy Jordan Marvin,Turkey,USD 23,01-2023,96,Backend,null
Dylan Gray Kohler,Turkey,USD 28,01-2023,96,Data Engineer,null
Santina North Sawayn,Colombia,USD 20,01-2023,98,Backend,null
Clare Angel Pagac,Turkey,USD 24,01-2023,100,Frontend,null
Austen Ellis Bruen,Armenia,USD 17,01-2023,96,DevOps,null
Clifford Dakota Schuppe,Sweden,USD 23,01-2023,99,Backend,null
Helene London Ward,Brazil,USD 28,01-2023,109,Data Engineer,null
Buster Shiloh Cassin,Chile,USD 18,01-2023,87,DevOps,null
Helena Micah Casper,Turkey,USD 30,01-2023,106,Data Engineer,null
Brian Corey Corwin,Zimbabwe,USD 18,01-2023,147,Backend,null
Bernita Logan Legros,Brazil,USD 17,01-2023,104,DevOps,null
Francesco Angel Sauer,Peru,USD 16,01-2023,142,DevOps,null
Trystan Billie Green,Brazil,USD 30,01-2023,94,Data Engineer,null
Ansel Kyle Zieme,Chile,USD 25,01-2023,92,Frontend,null
Hunter Sawyer Gerhold,Brazil,USD 28,01-2023,82,Data Engineer,null
Elinore Micah Connelly,Nigeria,USD 23,01-2023,143,Frontend,null
Marianna Austin Marquardt,Brazil,USD 34,01-2023,129,Data Engineer,null
Thad Avery Friesen,Armenia,USD 27,01-2023,89,Frontend,null
Carlie Shiloh Gerhold,Uruguay,USD 27,01-2023,116,Frontend,null
Laurence Robin Hermiston,Turkey,USD 20,01-2023,105,Frontend,null
Tracy Blake Goldner,Turkey,USD 34,01-2023,147,Data Engineer,null
Ole Logan Wolff,Turkey,USD 31,01-2023,121,Data Engineer,null
Audrey Anderson Klein,Senegal,USD 20,01-2023,99,Frontend,null
Monroe Reese Reinger,Turkey,USD 27,01-2023,123,Frontend,null
Rickey Kyle Auer,Uganda,USD 22,01-2023,88,Backend,null
Stanley Leslie Schiller,Colombia,USD 24,01-2023,104,Frontend,null
Aubree Elliott Veum,Sweden,USD 33,01-2023,134,Data Engineer,null
Beaulah Angel Goyette,Uganda,USD 19,01-2023,102,DevOps,null
Ila Emerson McLaughlin,Brazil,USD 23,01-2023,140,Backend,null
Agnes Finley Ankunding,Ivory Coast,USD 34,01-2023,125,Data Engineer,null
Brody Reagan Connelly,Uganda,USD 18,01-2023,102,DevOps,null
Leonard Anderson Bartoletti,Kenya,USD 19,01-2023,88,DevOps,null
Vivian Skyler Considine,Brazil,USD 23,01-2023,135,Frontend,null
Kory Sasha Schneider,Armenia,USD 26,01-2023,112,Frontend,null
Asia River Schuster,Kenya,USD 27,01-2023,131,Frontend,null
Madaline Gray Crona,Turkey,USD 34,01-2023,93,Data Engineer,null
Aniya Addison Nader,Brazil,USD 36,01-2023,150,Data Engineer,null
Creola Rowan Williamson-Schumm,Uganda,USD 20,01-2023,161,Frontend,null
Wallace Corey Armstrong,Colombia,USD 31,01-2023,113,Data Engineer,null
Adalberto Micah Schaden,Ivory Coast,USD 30,01-2023,161,Data Engineer,null
Jany Quinn Monahan,Argentina,USD 25,01-2023,99,Frontend,null
Gerardo Phoenix Bartoletti,Colombia,USD 27,01-2023,132,Frontend,null
Clyde Micah Ferry,Turkey,USD 21,01-2023,90,Frontend,null
Eda Kyle Crona,Uruguay,USD 21,01-2023,99,Frontend,null
Wilma Sage Ortiz,Uganda,USD 19,01-2023,126,Backend,null
Corrine Bowie Krajcik,Argentina,USD 19,01-2023,161,Backend,null
Ara Logan Gusikowski,Uganda,USD 20,01-2023,160,Frontend,null
Bettye Reese Bogan,Uganda,USD 24,01-2023,145,Frontend,null
Jessika Micah Emmerich,Armenia,USD 20,01-2023,148,Frontend,null
Kayley Micah Skiles,Peru,USD 31,01-2023,127,Data Engineer,null
Ida Corey Hayes,Georgia,USD 31,01-2023,95,Data Engineer,null
Marilou Avery Wisozk,Peru,USD 16,01-2023,85,DevOps,null
Bernita Sage Dooley,Brazil,USD 21,01-2023,163,Frontend,null
Dewayne Shawn Treutel,Turkey,USD 25,01-2023,86,Frontend,null
Julia Jordan Sanford,Turkey,USD 19,01-2023,117,Backend,null
Leora Kyle Greenholt,Portugal,USD 27,01-2023,163,Frontend,null
Marvin Finley Doyle,Uruguay,USD 23,01-2023,88,Backend,null
Lottie Sage Boyer,Brazil,USD 27,01-2023,103,Frontend,null
Paula Logan Huel,Brazil,USD 27,01-2023,140,Frontend,null
Loraine Rowan Howell,Brazil,USD 22,01-2023,135,Backend,null
Sonny Bowie Heaney,Nigeria,USD 23,01-2023,120,Frontend,null
Makenzie Harper Reichel,Peru,USD 34,01-2023,153,Data Engineer,null
Rashawn Angel Schmitt,Sweden,USD 21,01-2023,160,Backend,null
Brad Jordan Ryan,Georgia,USD 26,01-2023,161,Frontend,null
Britney Finley Bauch,Nigeria,USD 18,01-2023,105,Backend,null
Randal Sage Bartoletti,Turkey,USD 22,01-2023,133,Backend,null
Ava Greer Hackett,Brazil,USD 19,01-2023,148,Backend,null
Rahsaan Noah Heaney,Nigeria,USD 27,01-2023,102,Frontend,null
Markus James Koelpin,Nigeria,USD 19,01-2023,87,DevOps,null
Anne Dakota Hilll-Morissette,Sweden,USD 20,01-2023,150,Frontend,null
Mozell Micah Wintheiser,Georgia,USD 16,01-2023,129,DevOps,null
Katelyn Parker Rath,Georgia,USD 23,01-2023,146,Backend,null
Marquis Riley Heathcote,Armenia,USD 27,01-2023,93,Data Engineer,null
Willis River Conn-Schneider,Turkey,USD 34,01-2023,90,Data Engineer,null
Marjory Skyler Bartoletti,Sweden,USD 36,01-2023,138,Data Engineer,null
Camilla Leslie Kuhic,Brazil,USD 24,01-2023,108,Backend,null
Madison Reagan Kshlerin,Brazil,USD 21,01-2023,81,Backend,null
Augustine Alex Renner,Uruguay,USD 34,01-2023,138,Data Engineer,null
Katlyn Jamie Mertz-Bogisich,Armenia,USD 34,01-2023,150,Data Engineer,null
Asha Billie Beer,Chile,USD 23,01-2023,148,Frontend,null
Erica Austin Bernhard,Peru,USD 15,01-2023,99,DevOps,null
Chelsea James Quigley,Colombia,USD 24,01-2023,158,Backend,null
Otto Harper Schmidt,Armenia,USD 17,01-2023,131,DevOps,null
Pinkie Robin Jacobs,Brazil,USD 25,01-2023,105,Frontend,null
Giovanna Rory Jenkins,Chile,USD 27,01-2023,89,Data Engineer,null
Oscar Shawn Johns,Brazil,USD 21,01-2023,124,Frontend,null
Cierra Jamie Ankunding,Nigeria,USD 30,01-2023,130,Data Engineer,null
Alva Kennedy Wisoky,Ivory Coast,USD 22,01-2023,161,Backend,null
Mary Kyle Bayer,Colombia,USD 21,01-2023,140,Backend,null
Ephraim Rory D'Amore,Uruguay,USD 20,01-2023,115,Frontend,null
Orie Sawyer Bode,Turkey,USD 19,01-2023,95,DevOps,null
Oscar Charlie Rowe,Turkey,USD 19,01-2023,85,DevOps,null
Rhianna Arden Hermiston,Nigeria,USD 20,01-2023,151,Frontend,null
Kelsi Jules Hudson,Armenia,USD 20,01-2023,157,DevOps,null
Bella Austin Wuckert,Uruguay,USD 23,01-2023,95,Frontend,null
Bailey Emerson Terry-Barton,Georgia,USD 24,01-2023,87,Frontend,null
Rupert Sage Romaguera,Uganda,USD 31,01-2023,114,Data Engineer,null
Laron River Cassin,Brazil,USD 20,01-2023,94,DevOps,null
Anibal Corey Kohler,Nigeria,USD 20,01-2023,159,Backend,null
Dandre Parker Wyman,Chile,USD 23,01-2023,93,Frontend,null
Roselyn Angel Gorczany,Peru,USD 34,01-2023,91,Data Engineer,null
Deborah Austin Heidenreich,Uruguay,USD 36,01-2023,148,Data Engineer,null
Maurice Sasha Schumm,Portugal,USD 36,01-2023,88,Data Engineer,null
Adell Leslie Wehner,Brazil,USD 34,01-2023,123,Data Engineer,null
Sadye Hayden Spencer,Peru,USD 27,01-2023,155,Frontend,null
Gene Micah Frami,Chile,USD 19,01-2023,95,DevOps,null
Marlon Greer Jacobi,Kenya,USD 18,01-2023,128,DevOps,null
Neoma Logan Bailey,Brazil,USD 15,01-2023,163,DevOps,null
Eldred Avery Bartell,Turkey,USD 18,01-2023,121,Backend,null
Jeffrey Micah Schuster,Brazil,USD 23,01-2023,114,Frontend,null
Lilyan Dakota Kutch,Turkey,USD 19,01-2023,140,Backend,null
Gennaro Dakota Rowe,Brazil,USD 24,01-2023,139,Backend,null
Oswaldo Reese Glover,Georgia,USD 36,01-2023,156,Data Engineer,null
Conrad Harper Corkery,Ivory Coast,USD 20,01-2023,151,Frontend,null
Vella Kennedy Batz,Turkey,USD 20,01-2023,156,Backend,null
Alphonso Quinn Goyette,Peru,USD 25,01-2023,97,Frontend,null
Trevion Quinn Tillman,Georgia,USD 21,01-2023,141,Frontend,null
Abelardo River Gutkowski,Georgia,USD 21,01-2023,118,Frontend,null
Roxanne Kyle Bergstrom,Sweden,USD 27,01-2023,134,Data Engineer,null
Franz Blake Renner,Peru,USD 18,01-2023,91,DevOps,null
Velma Billie Toy,Peru,USD 31,01-2023,87,Data Engineer,null
Leif River Schuster,Georgia,USD 26,01-2023,149,Frontend,null
Bart Phoenix Wyman,Brazil,USD 26,01-2023,135,Frontend,null
Vita Rowan Corkery,Peru,USD 36,01-2023,94,Data Engineer,null
Teagan Kyle Gutkowski,Brazil,USD 33,01-2023,143,Data Engineer,null
Alexis Gray Reilly,Uruguay,USD 24,01-2023,125,Backend,null
Ima Austin Williamson,Turkey,USD 17,01-2023,114,DevOps,null
Carleton Kendall Gerlach,Sweden,USD 25,01-2023,88,Frontend,null
Katrina Elliott Jast,Colombia,USD 23,01-2023,90,Frontend,null
Cassidy Sasha Marquardt,Chile,USD 27,01-2023,86,Frontend,null
Martin Corey Heathcote,Peru,USD 19,01-2023,110,Backend,null
Don Angel Swaniawski,Ivory Coast,USD 34,01-2023,97,Data Engineer,null
Jayda Robin Ondricka,Brazil,USD 17,01-2023,159,DevOps,null
Alfred Emerson Hyatt,Georgia,USD 22,01-2023,162,Backend,null
Delia Addison Jaskolski-Nitzsche,Ivory Coast,USD 23,01-2023,88,Frontend,null
Pearl Quinn Macejkovic,Brazil,USD 26,01-2023,159,Frontend,null
Leatha Robin Schmitt-Hartmann,Ivory Coast,USD 19,01-2023,109,Backend,null
Malvina Arden Wilkinson,Peru,USD 31,01-2023,89,Data Engineer,null
Josianne Angel Haley,Uruguay,USD 21,01-2023,128,Frontend,null
Magdalen Cameron Littel,Colombia,USD 27,01-2023,126,Frontend,null
Amari Quinn Muller,Brazil,USD 26,01-2023,161,Frontend,null
Clifton Leslie Runolfsson,Argentina,USD 31,01-2023,115,Data Engineer,null
Robin Brooklyn Friesen,Nigeria,USD 34,01-2023,153,Data Engineer,null
Geovany Bowie Bernhard,Portugal,USD 24,01-2023,117,Backend,null
Ophelia Jaden Sawayn,Armenia,USD 28,01-2023,130,Data Engineer,null
Amanda Gray Bergstrom-Beahan,Peru,USD 27,01-2023,84,Frontend,null
Katharina Charlie Blick,Turkey,USD 31,01-2023,163,Data Engineer,null
Erin Riley Abernathy,Sweden,USD 25,01-2023,161,Frontend,null
Keegan River Gerlach,Chile,USD 20,01-2023,127,Frontend,null
Raheem Nico Kovacek,Peru,USD 36,01-2023,157,Data Engineer,null
Caden Cameron Larson,Brazil,USD 21,01-2023,132,Frontend,null
Shirley Emerson Kuphal,Turkey,USD 22,01-2023,84,Backend,null
Roslyn North Parker,Brazil,USD 17,01-2023,100,DevOps,null
Hobart Hayden Jacobi,Uruguay,USD 25,01-2023,96,Frontend,null
Imogene Sage Maggio,Peru,USD 31,01-2023,130,Data Engineer,null
Nelle North Bogan,Uruguay,USD 30,01-2023,117,Data Engineer,null
Octavia Ryan Block,Uganda,USD 23,01-2023,94,Frontend,null
Amber Shiloh Ward,Brazil,USD 28,01-2023,162,Data Engineer,null
Loren Drew Boyle,Brazil,USD 27,01-2023,102,Frontend,null
Steve Austin Batz,Nigeria,USD 16,01-2023,133,DevOps,null
Dante Avery Becker,Brazil,USD 16,01-2023,163,DevOps,null
Levi Bailey Stark,Georgia,USD 25,01-2023,88,Frontend,null
Shawna Quinn Block,Ivory Coast,USD 31,01-2023,93,Data Engineer,null
Angelita Corey Luettgen,Uganda,USD 20,01-2023,100,Backend,null
Alba Reagan Goldner,Uruguay,USD 24,01-2023,96,Backend,null
Greg Marlowe Nikolaus,Uganda,USD 19,01-2023,114,Backend,null
Salvatore Sawyer Torphy,Turkey,USD 24,01-2023,142,Backend,null
Cristina Jaden Murray,Brazil,USD 33,01-2023,147,Data Engineer,null
Gia Quinn Schultz,Argentina,USD 33,01-2023,122,Data Engineer,null
Lucas Hayden Greenholt,Ivory Coast,USD 23,01-2023,149,Backend,null
Mckenzie Jordan Sauer,Uganda,USD 30,01-2023,105,Data Engineer,null
Sherman Quinn Moore,Sweden,USD 23,01-2023,84,Frontend,null
Mikel Phoenix Cummerata,Turkey,USD 34,01-2023,105,Data Engineer,null
Pauline Austin Barton,Brazil,USD 20,01-2023,95,DevOps,null
Alejandra Alex O'Kon-McCullough,Nigeria,USD 27,01-2023,129,Frontend,null
Lavon Blake Homenick,Peru,USD 30,01-2023,111,Data Engineer,null
Gianni Kyle Zemlak,Brazil,USD 26,01-2023,156,Frontend,null
Jaida Reese Keeling,Turkey,USD 27,01-2023,154,Data Engineer,null
Dandre Shiloh Kautzer,Brazil,USD 19,01-2023,92,DevOps,null
Stewart Phoenix Parker,Uruguay,USD 34,01-2023,134,Data Engineer,null
Cielo Billie Mraz,Brazil,USD 27,01-2023,148,Data Engineer,null
Katlynn Hayden Streich,Chile,USD 26,01-2023,106,Frontend,null
Willy Corey Bechtelar,Georgia,USD 30,01-2023,133,Data Engineer,null
Belle Greer Botsford,Turkey,USD 23,01-2023,149,Frontend,null
Joanie Charlie Beahan,Georgia,USD 34,01-2023,140,Data Engineer,null
Elmira Skyler Lang,Ivory Coast,USD 36,01-2023,145,Data Engineer,null
Amaya Angel Gislason,Uruguay,USD 19,01-2023,108,Backend,null
Talia Shawn Schuppe,Brazil,USD 30,01-2023,137,Data Engineer,null
Jerald Avery Wiegand,Turkey,USD 23,01-2023,130,Frontend,null
Walter Blake Gerhold,Armenia,USD 16,01-2023,147,DevOps,null
Chesley Shawn Runolfsson,Brazil,USD 33,01-2023,144,Data Engineer,null
Winona Kyle Mills,Georgia,USD 19,01-2023,158,Backend,null
Deshaun Quinn Kassulke,Brazil,USD 24,01-2023,120,Frontend,null
Jacquelyn Rory Carter,Ivory Coast,USD 17,01-2023,137,DevOps,null
Eldon Ryan Jacobs,Uruguay,USD 36,01-2023,110,Data Engineer,null
Taurean Avery Toy,Uganda,USD 21,01-2023,161,Backend,null
Heber Nico Rogahn,Uruguay,USD 23,01-2023,88,Frontend,null
Lorine Greer Ratke-Murazik,Brazil,USD 20,01-2023,124,DevOps,null
Cheyenne Noah Bashirian,Turkey,USD 18,01-2023,86,Backend,null
Earline Jaden Predovic,Zimbabwe,USD 27,01-2023,159,Frontend,null
Adelbert Hayden Walter,Senegal,USD 26,01-2023,113,Frontend,null
Carroll Rowan Stroman,Sweden,USD 28,01-2023,95,Data Engineer,null
Destiney Billie Hayes,Uruguay,USD 34,01-2023,92,Data Engineer,null
Rossie Kyle Kuhlman,Turkey,USD 18,01-2023,132,Backend,null
Veronica Taylor Von,Nigeria,USD 17,01-2023,162,DevOps,null
Hal London Bartell,Brazil,USD 20,01-2023,136,Frontend,null
Cornell Micah Lindgren,Sweden,USD 20,01-2023,154,Backend,null
Jarret Reagan Greenfelder,Brazil,USD 24,01-2023,89,Frontend,null
Raul North Schamberger,Chile,USD 21,01-2023,104,Frontend,null
Mertie North Dibbert,Peru,USD 22,01-2023,81,Backend,null
Lurline Avery Turner,Brazil,USD 30,01-2023,154,Data Engineer,null
Mckayla Gray Jacobs-Kulas,Georgia,USD 24,01-2023,112,Frontend,null
Orin Kyle McLaughlin,Brazil,USD 21,01-2023,88,Backend,null
Elroy Shiloh Koss,Turkey,USD 20,01-2023,142,Frontend,null
Lilly Emerson Huels,Turkey,USD 24,01-2023,158,Backend,null
Candida Micah Stamm,Turkey,USD 25,01-2023,113,Frontend,null
Jerrold Jaden Treutel,Turkey,USD 26,01-2023,131,Frontend,null
Fausto Skyler Becker-Bode,Sweden,USD 25,01-2023,106,Frontend,null
Keyon Arden Oberbrunner,Brazil,USD 36,01-2023,119,Data Engineer,null
Vinnie Cameron Barrows,Uruguay,USD 23,01-2023,121,Frontend,null
Pasquale Shawn Daugherty,Uruguay,USD 22,01-2023,143,Backend,null
Reba Charlie Leannon,Georgia,USD 27,01-2023,127,Data Engineer,null
Aliza Micah Kiehn,Brazil,USD 21,01-2023,85,Backend,null
Rory Gray Mosciski,Chile,USD 28,01-2023,124,Data Engineer,null
Nia Avery MacGyver-Konopelski,Uruguay,USD 27,01-2023,150,Frontend,null
Dusty August Jakubowski,Brazil,USD 24,01-2023,118,Frontend,null
Kenyatta Arden Block,Argentina,USD 15,01-2023,133,DevOps,null
Kristofer Blake Lesch,Turkey,USD 20,01-2023,89,Frontend,null
Fletcher Bailey Lesch,Brazil,USD 17,01-2023,150,DevOps,null
Everette Anderson Pouros,Peru,USD 23,01-2023,89,Backend,null
Michele Dakota Keebler,Brazil,USD 26,01-2023,105,Frontend,null
Stone Shiloh Frami,Brazil,USD 18,01-2023,112,DevOps,null
Stone Ellis Glover,Uruguay,USD 27,01-2023,132,Frontend,null
Davon Reese Thiel,Uruguay,USD 30,01-2023,125,Data Engineer,null
Kale Addison Miller,Senegal,USD 26,01-2023,85,Frontend,null
Easter Cameron Ruecker,Chile,USD 25,01-2023,84,Frontend,null
Garnet Drew Altenwerth,Brazil,USD 33,01-2023,83,Data Engineer,null
Ethelyn Riley Kuhic,Nigeria,USD 30,01-2023,106,Data Engineer,null
Scottie Skyler Hilpert,Sweden,USD 30,01-2023,123,Data Engineer,null
Daron Brooklyn Gleason,Uganda,USD 19,01-2023,140,DevOps,null
Elbert Noah Kihn,Kenya,USD 30,01-2023,161,Data Engineer,null
Claud Corey Batz,Brazil,USD 24,01-2023,145,Frontend,null
Angel Jordan Collins,Uruguay,USD 26,01-2023,119,Frontend,null
Judd London Schroeder,Turkey,USD 24,01-2023,83,Backend,null
Mellie Parker Collins,Ivory Coast,USD 21,01-2023,136,Backend,null
Georgianna Sawyer Hoeger,Uruguay,USD 21,01-2023,88,Frontend,null
Sharon North Will,Chile,USD 19,01-2023,127,Backend,null
Nathan Jamie Gulgowski,Brazil,USD 27,01-2023,99,Frontend,null
Yoshiko Harper Gleason,Brazil,USD 21,01-2023,147,Backend,null
Juvenal Avery Bailey,Peru,USD 22,01-2023,138,Backend,null
Ford Ellis Runolfsdottir,Brazil,USD 21,01-2023,127,Frontend,null
Idell Kennedy Reinger,Georgia,USD 18,01-2023,125,Backend,null
Gina Sage Larson,Uruguay,USD 19,01-2023,98,DevOps,null
Kitty London O'Connell,Brazil,USD 24,01-2023,121,Backend,null
Samara River Boyer,Brazil,USD 36,01-2023,131,Data Engineer,null
Marlene Ellis Klocko,Turkey,USD 18,01-2023,138,Backend,null
Stuart Ellis Stamm,Brazil,USD 22,01-2023,143,Backend,null
Hollis Quinn Cartwright,Sweden,USD 26,01-2023,100,Frontend,null
Osbaldo Marlowe Runte,Brazil,USD 25,01-2023,155,Frontend,null
Augustus Kennedy Treutel,Turkey,USD 24,01-2023,129,Frontend,null
Henri North Volkman,Ivory Coast,USD 19,01-2023,122,Backend,null
Jamal Reign Medhurst,Uganda,USD 26,01-2023,143,Frontend,null
Hollis Kai Kub,Turkey,USD 23,01-2023,142,Frontend,null
Sadie James Volkman-Bechtelar,Brazil,USD 26,01-2023,107,Frontend,null
Jenifer Rowan Mertz,Uganda,USD 18,01-2023,123,Backend,null
Annabell Sawyer Schowalter,Brazil,USD 26,01-2023,133,Frontend,null
Spencer Marlowe Romaguera,Turkey,USD 18,01-2023,97,Backend,null
Johann Bailey Medhurst,Brazil,USD 18,01-2023,140,DevOps,null
Letitia Austin Toy,Chile,USD 15,01-2023,115,DevOps,null
Haven Blake Crist,Nigeria,USD 21,01-2023,155,Frontend,null
Deanna Ryan Lockman,Peru,USD 28,01-2023,158,Data Engineer,null
Evert Hayden Ward-Steuber,Peru,USD 27,01-2023,154,Frontend,null
Hortense Austin Bruen,Uruguay,USD 23,01-2023,108,Backend,null
Cleo Jules Oberbrunner-Miller,Peru,USD 20,01-2023,162,Backend,null
Yasmine Elliott Cole,Nigeria,USD 25,01-2023,144,Frontend,null
Otho Harper Stamm,Sweden,USD 24,01-2023,136,Backend,null
Marcella Reagan Bechtelar,Brazil,USD 26,01-2023,163,Frontend,null
Chanelle Kendall Harris,Nigeria,USD 20,01-2023,163,Backend,null
Enoch Rory Larson,Peru,USD 24,01-2023,137,Frontend,null
Fausto Marlowe Streich,Brazil,USD 22,01-2023,155,Backend,null
Else Quinn Breitenberg,Peru,USD 27,01-2023,150,Data Engineer,null
Collin Gray Breitenberg,Peru,USD 33,01-2023,150,Data Engineer,null
Ellsworth Taylor O'Hara,Peru,USD 21,01-2023,154,Frontend,null
Ole Nico Parker,Uruguay,USD 20,01-2023,158,Frontend,null
Greta Charlie Hilpert,Uruguay,USD 20,01-2023,118,Frontend,null
Palma Arden Emmerich,Uruguay,USD 20,01-2023,123,Backend,null
Victor Reese Gulgowski,Uruguay,USD 24,01-2023,109,Frontend,null
Liliane Kendall Schulist,Armenia,USD 23,01-2023,96,Frontend,null
Karson London Quigley,Brazil,USD 18,01-2023,131,DevOps,null
Mittie Shawn Daniel,Uganda,USD 27,01-2023,151,Frontend,null
Arden Bailey Gerhold,Peru,USD 20,01-2023,118,Backend,null
Myrtis Harper Kuhlman-Pouros,Georgia,USD 33,01-2023,98,Data Engineer,null
Henriette August Kassulke,Georgia,USD 25,01-2023,135,Frontend,null
Roman Gray Hoppe,Uruguay,USD 21,01-2023,85,Backend,null
Luz Micah Krajcik,Senegal,USD 15,01-2023,147,DevOps,null
Jazmin London Herzog,Brazil,USD 30,01-2023,143,Data Engineer,null
Brycen Sage Ullrich-Friesen,Turkey,USD 20,01-2023,136,DevOps,null
Luigi Drew Stroman,Brazil,USD 23,01-2023,117,Frontend,null
Zena Arden Fritsch,Sweden,USD 27,01-2023,87,Data Engineer,null
Roel Jamie Schiller,Argentina,USD 27,01-2023,105,Data Engineer,null
Brycen Ellis Hodkiewicz,Colombia,USD 33,01-2023,122,Data Engineer,null
Estel Blake Ferry,Turkey,USD 33,01-2023,84,Data Engineer,null
Soledad Kyle Yost,Uruguay,USD 22,01-2023,125,Backend,null
Terry Emerson Waters,Sweden,USD 30,01-2023,82,Data Engineer,null
